GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;189;26.25;PROVISIONAL;2024-06-12 11:28
SD;135;18.75;PROVISIONAL;2024-06-12 11:28
ECR;73;10.14;PROVISIONAL;2024-06-12 11:28
Renew;79;10.97;PROVISIONAL;2024-06-12 11:28
Theleft;36;5.0;PROVISIONAL;2024-06-12 11:28
GREENSEFA;53;7.36;PROVISIONAL;2024-06-12 11:28
ID;58;8.06;PROVISIONAL;2024-06-12 11:28
Others;52;7.22;PROVISIONAL;2024-06-12 11:28
NI;45;6.25;PROVISIONAL;2024-06-12 11:28
