GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;5;0.69;PROVISIONAL;2024-06-09 23:25
ECR;3;0.42;PROVISIONAL;2024-06-09 23:25
Renew;7;0.97;PROVISIONAL;2024-06-09 23:25
Theleft;1;0.14;PROVISIONAL;2024-06-09 23:25
GREENSEFA;1;0.14;PROVISIONAL;2024-06-09 23:25
ID;1;0.14;PROVISIONAL;2024-06-09 23:25
Others;3;0.42;PROVISIONAL;2024-06-09 23:25
