PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
AT01;PARTY;24.5;FINAL;2024-06-12 11:28
AT02;PARTY;23.2;FINAL;2024-06-12 11:28
AT03;PARTY;25.4;FINAL;2024-06-12 11:28
AT04;PARTY;11.1;FINAL;2024-06-12 11:28
AT05;PARTY;10.1;FINAL;2024-06-12 11:28
AT06;PARTY;3.0;FINAL;2024-06-12 11:28
AT90;PARTY;2.7;FINAL;2024-06-12 11:28
