GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;5;0.69;PROVISIONAL;2024-06-09 23:25
SD;5;0.69;PROVISIONAL;2024-06-09 23:25
Renew;2;0.28;PROVISIONAL;2024-06-09 23:25
GREENSEFA;2;0.28;PROVISIONAL;2024-06-09 23:25
ID;6;0.83;PROVISIONAL;2024-06-09 23:25
