GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;7;0.97;PROVISIONAL;2024-06-10 02:37
SD;8;1.11;PROVISIONAL;2024-06-10 02:37
Renew;2;0.28;PROVISIONAL;2024-06-10 02:37
Theleft;2;0.28;PROVISIONAL;2024-06-10 02:37
ID;2;0.28;PROVISIONAL;2024-06-10 02:37
