PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
BG01;PARTY;23.54;FINAL;2024-06-12 14:58
BG02;PARTY;7.01;FINAL;2024-06-12 14:58
BG03;PARTY;14.66;FINAL;2024-06-12 14:58
BG04;PARTY;14.44;FINAL;2024-06-12 14:58
BG05;PARTY;13.98;FINAL;2024-06-12 14:58
BG06;PARTY;6.04;FINAL;2024-06-12 14:58
BG90;PARTY;20.33;FINAL;2024-06-12 14:58
