GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;7;0.97;PROVISIONAL;2024-06-09 23:25
SD;3;0.42;PROVISIONAL;2024-06-09 23:25
ECR;2;0.28;PROVISIONAL;2024-06-09 23:25
Theleft;4;0.56;PROVISIONAL;2024-06-09 23:25
NI;2;0.28;PROVISIONAL;2024-06-09 23:25
Others;3;0.42;PROVISIONAL;2024-06-09 23:25
