PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
RO01;PARTY;48.57;PROVISIONAL;2024-06-12 11:28
RO02;PARTY;3.73;PROVISIONAL;2024-06-12 11:28
RO03;PARTY;6.48;PROVISIONAL;2024-06-12 11:28
RO04;PARTY;14.93;PROVISIONAL;2024-06-12 11:28
RO06;PARTY;5.03;PROVISIONAL;2024-06-12 11:28
RO07;PARTY;8.7;PROVISIONAL;2024-06-12 11:28
RO08;PARTY;3.08;PROVISIONAL;2024-06-12 11:28
RO90;PARTY;9.48;PROVISIONAL;2024-06-12 11:28
