GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;8;1.11;PROVISIONAL;2024-06-10 00:17
SD;2;0.28;PROVISIONAL;2024-06-10 00:17
NI;10;1.39;PROVISIONAL;2024-06-10 00:17
Others;1;0.14;PROVISIONAL;2024-06-10 00:17
