GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;6;0.83;PROVISIONAL;2024-06-10 10:30
SD;2;0.28;PROVISIONAL;2024-06-10 10:30
Renew;5;0.69;PROVISIONAL;2024-06-10 10:30
Others;4;0.56;PROVISIONAL;2024-06-10 10:30
